Date/time,C1_Anem NRG 135 Deg-150m;wind_speed;Avg,C1_Anem NRG 135 Deg-150m;wind_speed;Max,C1_Anem NRG 135 Deg-150m;wind_speed;Min,C1_Anem NRG 135 Deg-150m;wind_speed;StdDev,C1_Anem NRG 135 Deg-150m;wind_speed;Count,C2_Anem NRG 315 Deg-150m;wind_speed;Avg,C2_Anem NRG 315 Deg-150m;wind_speed;Max,C2_Anem NRG 315 Deg-150m;wind_speed;Min,C2_Anem NRG 315 Deg-150m;wind_speed;StdDev,C2_Anem NRG 315 Deg-150m;wind_speed;Count,C3_Anem NRG 135 Deg-120m;wind_speed;Avg,C3_Anem NRG 135 Deg-120m;wind_speed;Max,C3_Anem NRG 135 Deg-120m;wind_speed;Min,C3_Anem NRG 135 Deg-120m;wind_speed;StdDev,C3_Anem NRG 135 Deg-120m;wind_speed;Count,C4_Anem NRG 135 Deg-100m;wind_speed;Avg,C4_Anem NRG 135 Deg-100m;wind_speed;Max,C4_Anem NRG 135 Deg-100m;wind_speed;Min,C4_Anem NRG 135 Deg-100m;wind_speed;StdDev,C4_Anem NRG 135 Deg-100m;wind_speed;Count,C5_Anem NRG 135 Deg-80m;wind_speed;Avg,C5_Anem NRG 135 Deg-80m;wind_speed;Max,C5_Anem NRG 135 Deg-80m;wind_speed;Min,C5_Anem NRG 135 Deg-80m;wind_speed;StdDev,C5_Anem NRG 135 Deg-80m;wind_speed;Count,C6_Anem NRG 135 Deg-50m;wind_speed;Avg,C6_Anem NRG 135 Deg-50m;wind_speed;Max,C6_Anem NRG 135 Deg-50m;wind_speed;Min,C6_Anem NRG 135 Deg-50m;wind_speed;StdDev,C6_Anem NRG 135 Deg-50m;wind_speed;Count,Label -C7_Anem NRG 135 Deg-30m;wind_speed;Avg,Label -C7_Anem NRG 135 Deg-30m;wind_speed;Max,Label -C7_Anem NRG 135 Deg-30m;wind_speed;Min,Label -C7_Anem NRG 135 Deg-30m;wind_speed;StdDev,Label -C7_Anem NRG 135 Deg-30m;wind_speed;Count,Label -C8_Anem NRG 135 Deg-10m;wind_speed;Avg,Label -C8_Anem NRG 135 Deg-10m;wind_speed;Max,Label -C8_Anem NRG 135 Deg-10m;wind_speed;Min,Label -C8_Anem NRG 135 Deg-10m;wind_speed;StdDev,Label -C8_Anem NRG 135 Deg-10m;wind_speed;Count,A1_Wind Vane 315 Deg -146m;wind_direction;Avg,A1_Wind Vane 315 Deg -146m;wind_direction;StdDev,A1_Wind Vane 315 Deg -146m;wind_direction;Count,A2_Wind Vane 315 Deg-118m;wind_direction;Avg,A2_Wind Vane 315 Deg-118m;wind_direction;StdDev,A2_Wind Vane 315 Deg-118m;wind_direction;Count,Wind vane 315Deg -98m;wind_direction;Avg,Wind vane 315Deg -98m;wind_direction;StdDev,Wind vane 315Deg -98m;wind_direction;Count,A9Wind Vane315 Deg-48m;wind_direction;Avg,A9Wind Vane315 Deg-48m;wind_direction;StdDev,A9Wind Vane315 Deg-48m;wind_direction;Count,A3.A4_Temp.A and Humidity # Galltec-120m;humidity;Avg,A3.A4_Temp.A and Humidity # Galltec-120m;humidity;Max,A3.A4_Temp.A and Humidity # Galltec-120m;humidity;Min,A3.A4_Temp.A and Humidity # Galltec-120m;humidity;StdDev,A3.A4_Temp.A and Humidity # Galltec-120m;humidity;Count,A5.A6_Temp.B and Humidity # Galltec-10m;humidity;Avg,A5.A6_Temp.B and Humidity # Galltec-10m;humidity;Max,A5.A6_Temp.B and Humidity # Galltec-10m;humidity;Min,A5.A6_Temp.B and Humidity # Galltec-10m;humidity;StdDev,A5.A6_Temp.B and Humidity # Galltec-10m;humidity;Count,A3.A4_Temp.A and Humidity # Galltec-120m;temperature;Avg,A3.A4_Temp.A and Humidity # Galltec-120m;temperature;Max,A3.A4_Temp.A and Humidity # Galltec-120m;temperature;Min,A3.A4_Temp.A and Humidity # Galltec-120m;temperature;StdDev,A3.A4_Temp.A and Humidity # Galltec-120m;temperature;Count,A5.A6_Temp.B and Humidity # Galltec-10m;temperature;Avg,A5.A6_Temp.B and Humidity # Galltec-10m;temperature;Max,A5.A6_Temp.B and Humidity # Galltec-10m;temperature;Min,A5.A6_Temp.B and Humidity # Galltec-10m;temperature;StdDev,A5.A6_Temp.B and Humidity # Galltec-10m;temperature;Count,A7_NRG #BP65-120m;air_pressure;Avg,A7_NRG #BP65-120m;air_pressure;Max,A7_NRG #BP65-120m;air_pressure;Min,A7_NRG #BP65-120m;air_pressure;StdDev,A7_NRG #BP65-120m;air_pressure;Count,A10 NRG BP65 Barometer10m;air_pressure;Avg,A10 NRG BP65 Barometer10m;air_pressure;Max,A10 NRG BP65 Barometer10m;air_pressure;Min,A10 NRG BP65 Barometer10m;air_pressure;StdDev,A10 NRG BP65 Barometer10m;air_pressure;Count,Solar Sensor;solar_irradiance;Avg,Solar Sensor;solar_irradiance;Max,Solar Sensor;solar_irradiance;Min,Solar Sensor;solar_irradiance;StdDev,Solar Sensor;solar_irradiance;Count,A1;Avg,A1;Max,A1;Min,A1;StdDev,A1;Count,A2;Avg,A2;Max,A2;Min,A2;StdDev,A2;Count,A3;Avg,A3;Max,A3;Min,A3;StdDev,A3;Count,A4;Avg,A4;Max,A4;Min,A4;StdDev,A4;Count,A5;Avg,A5;Max,A5;Min,A5;StdDev,A5;Count,A6;Avg,A6;Max,A6;Min,A6;StdDev,A6;Count,A7;Avg,A7;Max,A7;Min,A7;StdDev,A7;Count,A8;Avg,A8;Max,A8;Min,A8;StdDev,A8;Count,A9;Avg,A9;Max,A9;Min,A9;StdDev,A9;Count,A10;Avg,A10;Max,A10;Min,A10;StdDev,A10;Count,A11;Avg,A11;Max,A11;Min,A11;StdDev,A11;Count,C1;Avg,C1;Max,C1;Min,C1;StdDev,C1;Count,C2;Avg,C2;Max,C2;Min,C2;StdDev,C2;Count,C3;Avg,C3;Max,C3;Min,C3;StdDev,C3;Count,C4;Avg,C4;Max,C4;Min,C4;StdDev,C4;Count,C5;Avg,C5;Max,C5;Min,C5;StdDev,C5;Count,C6;Avg,C6;Max,C6;Min,C6;StdDev,C6;Count,C7;Avg,C7;Max,C7;Min,C7;StdDev,C7;Count,C8;Avg,C8;Max,C8;Min,C8;StdDev,C8;Count,V;Avg,V;Max,V;Min,I;Avg,I;Max,I;Min,T;Avg,addr
2026-07-07 23:10:00,8.910,11.7,6.4,1.078,600,8.965,11.7,6.4,1.084,600,8.422,11.8,6.4,1.026,600,8.010,11.0,5.7,0.997,600,7.615,10.2,5.7,0.871,600,6.931,8.7,4.2,0.760,600,6.042,8.7,3.4,0.904,600,4.137,6.5,0.4,1.154,600,213.2185,5.1928,600,211.9340,5.3457,600,214.0527,4.9626,600,210.7353,5.9416,600,78.6565,78.89,78.35,0.1254,600,76.3839,76.74,76.07,0.1713,600,29.00668,29.038,28.981,0.01561,600,28.90687,28.921,28.891,0.00648,600,991.4016,992.62,991.06,0.2477,600,1002.0533,1002.20,1001.87,0.0734,600,1.0113,1.18,0.97,0.0347,600,1.751682,1.8822,1.6298,0.035183,600,1.744702,1.8705,1.6325,0.036159,600,0.5900668,0.59038,0.58981,0.0001561,600,0.786565,0.7889,0.7835,0.001254,600,0.5890687,0.58921,0.58891,0.0000648,600,0.763839,0.7674,0.7607,0.001713,600,2.036368,2.0414,2.0350,0.001015,600,1.760651,1.8735,1.6590,0.033705,600,1.737079,1.8611,1.5546,0.040262,600,2.080041,2.0806,2.0793,0.000301,600,0.0006321,0.00074,0.00060,0.0000217,600,11.29,15,8,1.42,600,11.36,15,8,1.43,600,10.61,15,8,1.35,600,10.09,14,7,1.31,600,9.55,13,7,1.14,600,8.62,11,5,1.00,600,7.49,11,4,1.19,600,4.89,8,0,1.53,600,12.9677,13.05,12.92,22.04,26,20,29.06,355722
2026-07-07 23:20:00,8.750,11.0,7.2,0.754,600,8.818,11.0,7.2,0.701,600,8.203,11.8,5.7,0.876,600,7.985,11.0,5.7,0.964,600,7.783,10.2,5.7,0.941,600,7.454,10.3,4.2,0.896,600,6.530,8.7,4.2,0.982,600,4.132,7.2,0.4,1.381,600,210.8115,6.5916,600,208.5452,6.3686,600,209.1562,5.4864,600,205.8680,5.9853,600,78.4789,79.02,78.08,0.2319,600,76.1632,76.47,75.90,0.1100,600,29.02859,29.062,28.975,0.02601,600,28.88764,28.901,28.874,0.00702,600,991.2575,992.54,990.90,0.1992,600,1001.9260,1002.20,1001.79,0.0673,600,1.0105,1.24,0.97,0.0357,600,1.735424,1.8923,1.6204,0.044675,600,1.721805,1.8396,1.5915,0.043089,600,0.5902859,0.59062,0.58975,0.0002601,600,0.784789,0.7902,0.7808,0.002319,600,0.5888764,0.58901,0.58874,0.0000702,600,0.761632,0.7647,0.7590,0.001100,600,2.035777,2.0410,2.0343,0.000817,600,1.727467,1.8681,1.6026,0.037267,600,1.704237,1.8537,1.5929,0.040549,600,2.079519,2.0806,2.0789,0.000276,600,0.0006316,0.00077,0.00060,0.0000223,600,11.09,14,9,0.99,600,11.17,14,9,0.92,600,10.32,15,7,1.15,600,10.05,14,7,1.26,600,9.77,13,7,1.23,600,9.31,13,5,1.18,600,8.13,11,5,1.29,600,4.89,9,0,1.83,600,12.9647,13.02,12.92,22.06,24,20,29.04,355799
2026-07-07 23:30:00,9.369,12.5,7.2,1.042,600,9.421,12.5,6.4,1.057,600,8.727,11.8,6.4,1.008,600,8.312,11.8,5.7,1.040,600,7.874,11.0,4.9,1.022,600,7.189,9.5,4.2,0.919,600,6.037,8.7,3.4,0.946,600,3.727,7.2,0.4,1.479,600,208.9270,5.8710,600,206.5766,5.7969,600,207.8769,5.9393,600,203.5731,6.7292,600,79.4668,79.90,78.99,0.2496,600,76.7596,77.44,76.10,0.3687,600,28.94192,28.978,28.907,0.01440,600,28.86061,28.907,28.807,0.03307,600,991.2096,992.45,990.65,0.2623,600,1001.8647,1002.11,1001.71,0.0688,600,1.0123,1.18,0.97,0.0348,600,1.722652,1.8530,1.6076,0.039779,600,1.708515,1.8910,1.5462,0.039232,600,0.5894192,0.58978,0.58907,0.0001440,600,0.794668,0.7990,0.7899,0.002496,600,0.5886061,0.58907,0.58807,0.0003307,600,0.767596,0.7744,0.7610,0.003687,600,2.035581,2.0407,2.0333,0.001075,600,1.718772,1.8513,1.5694,0.040350,600,1.688720,1.9578,1.4925,0.045674,600,2.079267,2.0803,2.0786,0.000282,600,0.0006327,0.00074,0.00060,0.0000218,600,11.90,16,9,1.37,600,11.96,16,8,1.39,600,11.01,15,8,1.33,600,10.48,15,7,1.36,600,9.89,14,6,1.34,600,8.96,12,5,1.21,600,7.48,11,4,1.25,600,4.35,9,0,1.96,600,12.9621,13.04,12.92,22.03,24,20,29.05,355876
2026-07-07 23:40:00,9.740,12.5,6.4,0.991,600,9.775,12.5,6.4,1.005,600,9.403,11.8,7.2,0.954,600,9.221,11.8,6.4,1.019,600,8.872,11.8,6.4,0.966,600,8.282,11.0,4.9,1.021,600,6.835,11.0,3.4,1.248,600,4.707,8.0,0.4,1.299,600,209.2339,6.1595,600,207.6053,7.0520,600,209.0535,7.3143,600,206.2611,8.4314,600,80.2994,80.57,79.90,0.1758,600,77.5573,77.78,77.18,0.1387,600,28.89648,28.918,28.871,0.01307,600,28.80308,28.817,28.790,0.00589,600,991.0996,992.29,990.57,0.2629,600,1001.7381,1001.95,1001.46,0.0745,600,1.0124,1.18,0.97,0.0345,600,1.724729,1.8641,1.6170,0.041728,600,1.715437,1.8352,1.5674,0.047709,600,0.5889648,0.58918,0.58871,0.0001307,600,0.802994,0.8057,0.7990,0.001758,600,0.5880308,0.58817,0.58790,0.0000589,600,0.775573,0.7778,0.7718,0.001387,600,2.035130,2.0400,2.0330,0.001078,600,1.726727,1.9182,1.5815,0.049704,600,1.706852,1.8809,1.5422,0.057121,600,2.078748,2.0796,2.0776,0.000306,600,0.0006327,0.00074,0.00060,0.0000216,600,12.38,16,8,1.30,600,12.43,16,8,1.32,600,11.90,15,9,1.26,600,11.68,15,8,1.34,600,11.20,15,8,1.27,600,10.40,14,6,1.35,600,8.54,14,4,1.65,600,5.65,10,0,1.72,600,12.9592,13.02,12.88,22.03,25,18,29.04,355953
2026-07-07 23:50:00,10.821,14.0,8.7,1.299,600,10.897,14.0,7.9,1.307,600,10.437,14.0,8.7,1.091,600,10.164,13.3,7.9,1.120,600,9.862,13.3,7.2,1.025,600,9.117,11.8,5.7,1.158,600,7.989,11.7,4.9,1.218,600,5.651,10.3,0.4,1.412,600,210.6747,5.6526,600,208.7404,5.3517,600,210.2097,5.5027,600,208.5789,5.9153,600,80.3957,80.57,80.23,0.0640,600,77.5349,77.95,77.21,0.1714,600,28.92744,28.948,28.894,0.01267,600,28.85233,28.904,28.803,0.02412,600,990.9372,992.13,990.41,0.2195,600,1001.6311,1001.87,1001.30,0.0920,600,1.0123,1.18,0.97,0.0344,600,1.734474,1.8346,1.6305,0.038289,600,1.723134,1.8218,1.6190,0.036198,600,0.5892744,0.58948,0.58894,0.0001267,600,0.803957,0.8057,0.8023,0.000640,600,0.5885233,0.58904,0.58803,0.0002412,600,0.775349,0.7795,0.7721,0.001714,600,2.034464,2.0393,2.0323,0.000900,600,1.734592,1.8426,1.6190,0.037375,600,1.722541,1.8628,1.6029,0.040062,600,2.078309,2.0793,2.0769,0.000377,600,0.0006327,0.00074,0.00060,0.0000215,600,13.80,18,11,1.71,600,13.91,18,10,1.72,600,13.26,18,11,1.44,600,12.91,17,10,1.47,600,12.50,17,9,1.34,600,11.50,15,7,1.53,600,10.06,15,6,1.61,600,6.90,13,0,1.87,600,12.9575,13.03,12.89,22.05,28,20,29.05,356030

[System]
serial=G243136
type=Meteo-42L
name=Sonepur 8105
timezone=UTC+05:30
source_data_storage_total=1960.512 MiB
software_version=2.3.15+5
latitude=
longitude=
gps_fix=
altitude=
cecs_power_permanent=false
modem_permanent=false;S1
ethernet_permanent=true;none
[Summary]
csv_created=2026-07-08 00:12:40
source_data_storage_used=173.918 MiB
metering_wwan0=0/0 bytes
metering_usb0=0/0 bytes
metering_eth0=164084754/175303386 bytes
Solar Sensor;solar_irradiance;total=18512669.021
S1;status;total=25220.000
S2;status;total=0.000
S3;status;total=0.000
S4;status;total=0.000
S5;status;total=0.000
S6;status;total=0.000
S7;status;total=0.000
S8;status;total=0.000
[Evaluation]
partial=false
file_interval=daily
stat_interval=10 min
[Adjustment]
CS1=200.19 μA
VS1=5003 mV
[C1_Anem NRG 135 Deg-150m;wind_speed]
statistics=Avg;Max;Min;StdDev;Count;
unit=m/s
sensor_label=C1_Anem NRG 135 Deg-150m
sensor_height=150
sensor_type=anemometer
sensor_model=Anemometer NRG 40
sensor_serial=179500405924
formula=linear_cnt
params=C1;var_period;var_offset;var_slope;var_minimal_value
var_period=1
var_offset=0.30955
var_slope=0.76144
var_minimal_value=0.30955
[C2_Anem NRG 315 Deg-150m;wind_speed]
statistics=Avg;Max;Min;StdDev;Count;
unit=m/s
sensor_label=C2_Anem NRG 315 Deg-150m
sensor_height=150
sensor_type=anemometer
sensor_model=Anemometer NRG 40
sensor_serial=179500405939
formula=linear_cnt
params=C2;var_period;var_offset;var_slope;var_minimal_value
var_period=1
var_offset=0.34562
var_slope=0.75863
var_minimal_value=0.34562
[C3_Anem NRG 135 Deg-120m;wind_speed]
statistics=Avg;Max;Min;StdDev;Count;
unit=m/s
sensor_label=C3_Anem NRG 135 Deg-120m
sensor_height=120
sensor_type=anemometer
sensor_model=Anemometer NRG 40
sensor_serial=179500405944
formula=linear_cnt
params=C3;var_period;var_offset;var_slope;var_minimal_value
var_period=1
var_offset=0.37009
var_slope=0.75927
var_minimal_value=0.37009
[C4_Anem NRG 135 Deg-100m;wind_speed]
statistics=Avg;Max;Min;StdDev;Count;
unit=m/s
sensor_label=C4_Anem NRG 135 Deg-100m
sensor_height=100
sensor_type=anemometer
sensor_model=Anemometer NRG 40
sensor_serial=179500405948
formula=linear_cnt
params=C4;var_period;var_offset;var_slope;var_minimal_value
var_period=1
var_offset=0.31437
var_slope=0.76287
var_minimal_value=0.31437
[C5_Anem NRG 135 Deg-80m;wind_speed]
statistics=Avg;Max;Min;StdDev;Count;
unit=m/s
sensor_label=C5_Anem NRG 135 Deg-80m
sensor_height=80
sensor_type=anemometer
sensor_model=Anemometer NRG 40
sensor_serial=179500405775
formula=linear_cnt
params=C5;var_period;var_offset;var_slope;var_minimal_value
var_period=1
var_offset=0.33279
var_slope=0.76243
var_minimal_value=0.33279
[C6_Anem NRG 135 Deg-50m;wind_speed]
statistics=Avg;Max;Min;StdDev;Count;
unit=m/s
sensor_label=C6_Anem NRG 135 Deg-50m
sensor_height=50
sensor_type=anemometer
sensor_model=Anemometer NRG 40
sensor_serial=179500405999
formula=linear_cnt
params=C6;var_period;var_offset;var_slope;var_minimal_value
var_period=1
var_offset=0.40246
var_slope=0.75756
var_minimal_value=0.40246
[Label -C7_Anem NRG 135 Deg-30m;wind_speed]
statistics=Avg;Max;Min;StdDev;Count;
unit=m/s
sensor_label=Label -C7_Anem NRG 135 Deg-30m
sensor_height=30
sensor_type=anemometer
sensor_model=Anemometer NRG 40
sensor_serial=179500406035
formula=linear_cnt
params=C7;var_period;var_offset;var_slope;var_minimal_value
var_period=1
var_offset=0.36131
var_slope=0.75839
var_minimal_value=0.36131
[Label -C8_Anem NRG 135 Deg-10m;wind_speed]
statistics=Avg;Max;Min;StdDev;Count;
unit=m/s
sensor_label=Label -C8_Anem NRG 135 Deg-10m
sensor_height=10
sensor_type=anemometer
sensor_model=Anemometer NRG 40
sensor_serial=179500406047
formula=linear_cnt
params=C8;var_period;var_offset;var_slope;var_minimal_value
var_period=1
var_offset=0.44166
var_slope=0.75496
var_minimal_value=0.44166
[A1_Wind Vane 315 Deg -146m;wind_direction]
statistics=Avg;StdDev;Count;
unit=°
sensor_label=A1_Wind Vane 315 Deg -146m
sensor_height=146
sensor_type=wind_vane
sensor_model=Wind Vane NRG 200M
sensor_serial=1007000054754
formula=windvane_voltage_slope
params=A1;var_offset;var_slope;var_offset_installation
var_offset=-0.7308
var_slope=147.8291
var_offset_installation=315
[A2_Wind Vane 315 Deg-118m;wind_direction]
statistics=Avg;StdDev;Count;
unit=°
sensor_label=A2_Wind Vane 315 Deg-118m
sensor_height=118
sensor_type=wind_vane
sensor_model=Wind Vane NRG 200M
sensor_serial=1007000054762
formula=windvane_voltage_slope
params=A2;var_offset;var_slope;var_offset_installation
var_offset=-1.3724
var_slope=148.0517
var_offset_installation=315
[Wind vane 315Deg -98m;wind_direction]
statistics=Avg;StdDev;Count;
unit=°
sensor_label=Wind vane 315Deg -98m
sensor_height=98
sensor_type=wind_vane
sensor_model=Wind Vane NRG 200M
sensor_serial=1007000054773
formula=windvane_voltage_slope
params=A8;var_offset;var_slope;var_offset_installation
var_offset=-0.5560
var_slope=147.4500
var_offset_installation=315
[A9Wind Vane315 Deg-48m;wind_direction]
statistics=Avg;StdDev;Count;
unit=°
sensor_label=A9Wind Vane315 Deg-48m
sensor_height=48
sensor_type=wind_vane
sensor_model=Wind Vane NRG 200M
sensor_serial=1007000054779
formula=windvane_voltage_slope
params=A9;var_offset;var_slope;var_offset_installation
var_offset=-1.1597
var_slope=147.8857
var_offset_installation=315
[A3.A4_Temp.A and Humidity # Galltec-120m;humidity]
statistics=Avg;Max;Min;StdDev;Count;
unit=%
sensor_label=A3.A4_Temp.A and Humidity # Galltec-120m
sensor_height=120
sensor_type=hygro_thermo
sensor_model=Temperature Humidity sensor Galltec active KPC T/H
sensor_serial=307756
formula=linear_humidity
params=A4;var_clip;var_offset;var_slope
var_clip=100
var_offset=0
var_slope=100
[A5.A6_Temp.B and Humidity # Galltec-10m;humidity]
statistics=Avg;Max;Min;StdDev;Count;
unit=%
sensor_label=A5.A6_Temp.B and Humidity # Galltec-10m
sensor_height=10
sensor_type=hygro_thermo
sensor_model=Temperature Humidity sensor Galltec active KPC T/H
sensor_serial=307752
formula=linear_humidity
params=A6;var_clip;var_offset;var_slope
var_clip=100
var_offset=0
var_slope=100
[A3.A4_Temp.A and Humidity # Galltec-120m;temperature]
statistics=Avg;Max;Min;StdDev;Count;
unit=°C
sensor_label=A3.A4_Temp.A and Humidity # Galltec-120m
sensor_height=120
sensor_type=hygro_thermo
sensor_model=Temperature Humidity sensor Galltec active KPC T/H
sensor_serial=307756
formula=linear
params=A3;var_offset;var_slope
var_offset=-30
var_slope=100
[A5.A6_Temp.B and Humidity # Galltec-10m;temperature]
statistics=Avg;Max;Min;StdDev;Count;
unit=°C
sensor_label=A5.A6_Temp.B and Humidity # Galltec-10m
sensor_height=10
sensor_type=hygro_thermo
sensor_model=Temperature Humidity sensor Galltec active KPC T/H
sensor_serial=307752
formula=linear
params=A5;var_offset;var_slope
var_offset=-30
var_slope=100
[A7_NRG #BP65-120m;air_pressure]
statistics=Avg;Max;Min;StdDev;Count;
unit=hPa
sensor_label=A7_NRG #BP65-120m
sensor_height=120
sensor_type=barometer
sensor_model=Air Pressure Sensor NRG #BP65
sensor_serial=9453006087
formula=linear
params=A7;var_offset;var_slope
var_offset=494.73295
var_slope=243.89926
[A10 NRG BP65 Barometer10m;air_pressure]
statistics=Avg;Max;Min;StdDev;Count;
unit=hPa
sensor_label=A10 NRG BP65 Barometer10m
sensor_height=10
sensor_type=barometer
sensor_model=Air Pressure Sensor NRG #BP65
sensor_serial=9453006088
formula=linear
params=A10;var_offset;var_slope
var_offset=494.73295
var_slope=243.89926
[Solar Sensor;solar_irradiance]
statistics=Avg;Max;Min;StdDev;Count;
unit=W/m²
sensor_label=Solar Sensor
sensor_height=0.0
sensor_type=pyranometer
sensor_model=Pyranometer Kipp & Zonen SMP10 0-1V
formula=linear_pyr_offset
params=A11;var_offset;var_slope
var_offset=0
var_slope=1600
[A1]
statistics=Avg;Max;Min;StdDev;Count;
unit=V
rate=1 s
range=10 V
[A2]
statistics=Avg;Max;Min;StdDev;Count;
unit=V
rate=1 s
range=10 V
[A3]
statistics=Avg;Max;Min;StdDev;Count;
unit=V
rate=1 s
range=1 V
[A4]
statistics=Avg;Max;Min;StdDev;Count;
unit=V
rate=1 s
range=10 V
[A5]
statistics=Avg;Max;Min;StdDev;Count;
unit=V
rate=1 s
range=1 V
[A6]
statistics=Avg;Max;Min;StdDev;Count;
unit=V
rate=1 s
range=10 V
[A7]
statistics=Avg;Max;Min;StdDev;Count;
unit=V
rate=1 s
range=10 V
[A8]
statistics=Avg;Max;Min;StdDev;Count;
unit=V
rate=1 s
range=10 V
[A9]
statistics=Avg;Max;Min;StdDev;Count;
unit=V
rate=1 s
range=10 V
[A10]
statistics=Avg;Max;Min;StdDev;Count;
unit=V
rate=1 s
range=10 V
[A11]
statistics=Avg;Max;Min;StdDev;Count;
unit=V
rate=1 s
range=1 V
[C1]
statistics=Avg;Max;Min;StdDev;Count;
unit=I
rate=1 s
[C2]
statistics=Avg;Max;Min;StdDev;Count;
unit=I
rate=1 s
[C3]
statistics=Avg;Max;Min;StdDev;Count;
unit=I
rate=1 s
[C4]
statistics=Avg;Max;Min;StdDev;Count;
unit=I
rate=1 s
[C5]
statistics=Avg;Max;Min;StdDev;Count;
unit=I
rate=1 s
[C6]
statistics=Avg;Max;Min;StdDev;Count;
unit=I
rate=1 s
[C7]
statistics=Avg;Max;Min;StdDev;Count;
unit=I
rate=1 s
[C8]
statistics=Avg;Max;Min;StdDev;Count;
unit=I
rate=1 s
[S1;status]
statistics=
rate=1 s
[S2;status]
statistics=
rate=1 s
[S3;status]
statistics=
rate=1 s
[S4;status]
statistics=
rate=1 s
[S5;status]
statistics=
rate=1 s
[S6;status]
statistics=
rate=1 s
[S7;status]
statistics=
rate=1 s
[S8;status]
statistics=
rate=1 s
[V]
statistics=Avg;Max;Min;
unit=V
[I]
statistics=Avg;Max;Min;
unit=mA
[T]
statistics=Avg;
unit=°C
