Date/time,C1_Anem NRG 135 Deg-150m;wind_speed;Avg,C1_Anem NRG 135 Deg-150m;wind_speed;Max,C1_Anem NRG 135 Deg-150m;wind_speed;Min,C1_Anem NRG 135 Deg-150m;wind_speed;StdDev,C1_Anem NRG 135 Deg-150m;wind_speed;Count,C2_Anem NRG 315 Deg-150m;wind_speed;Avg,C2_Anem NRG 315 Deg-150m;wind_speed;Max,C2_Anem NRG 315 Deg-150m;wind_speed;Min,C2_Anem NRG 315 Deg-150m;wind_speed;StdDev,C2_Anem NRG 315 Deg-150m;wind_speed;Count,C3_Anem NRG 135 Deg-120m;wind_speed;Avg,C3_Anem NRG 135 Deg-120m;wind_speed;Max,C3_Anem NRG 135 Deg-120m;wind_speed;Min,C3_Anem NRG 135 Deg-120m;wind_speed;StdDev,C3_Anem NRG 135 Deg-120m;wind_speed;Count,C4_Anem NRG 135 Deg-100m;wind_speed;Avg,C4_Anem NRG 135 Deg-100m;wind_speed;Max,C4_Anem NRG 135 Deg-100m;wind_speed;Min,C4_Anem NRG 135 Deg-100m;wind_speed;StdDev,C4_Anem NRG 135 Deg-100m;wind_speed;Count,C5_Anem NRG 135 Deg-80m;wind_speed;Avg,C5_Anem NRG 135 Deg-80m;wind_speed;Max,C5_Anem NRG 135 Deg-80m;wind_speed;Min,C5_Anem NRG 135 Deg-80m;wind_speed;StdDev,C5_Anem NRG 135 Deg-80m;wind_speed;Count,C6_Anem NRG 135 Deg-50m;wind_speed;Avg,C6_Anem NRG 135 Deg-50m;wind_speed;Max,C6_Anem NRG 135 Deg-50m;wind_speed;Min,C6_Anem NRG 135 Deg-50m;wind_speed;StdDev,C6_Anem NRG 135 Deg-50m;wind_speed;Count,Label -C7_Anem NRG 135 Deg-30m;wind_speed;Avg,Label -C7_Anem NRG 135 Deg-30m;wind_speed;Max,Label -C7_Anem NRG 135 Deg-30m;wind_speed;Min,Label -C7_Anem NRG 135 Deg-30m;wind_speed;StdDev,Label -C7_Anem NRG 135 Deg-30m;wind_speed;Count,Label -C8_Anem NRG 135 Deg-10m;wind_speed;Avg,Label -C8_Anem NRG 135 Deg-10m;wind_speed;Max,Label -C8_Anem NRG 135 Deg-10m;wind_speed;Min,Label -C8_Anem NRG 135 Deg-10m;wind_speed;StdDev,Label -C8_Anem NRG 135 Deg-10m;wind_speed;Count,A1_Wind Vane 315 Deg -146m;wind_direction;Avg,A1_Wind Vane 315 Deg -146m;wind_direction;StdDev,A1_Wind Vane 315 Deg -146m;wind_direction;Count,A2_Wind Vane 315 Deg-118m;wind_direction;Avg,A2_Wind Vane 315 Deg-118m;wind_direction;StdDev,A2_Wind Vane 315 Deg-118m;wind_direction;Count,Wind vane 315Deg -98m;wind_direction;Avg,Wind vane 315Deg -98m;wind_direction;StdDev,Wind vane 315Deg -98m;wind_direction;Count,A9Wind Vane315 Deg-48m;wind_direction;Avg,A9Wind Vane315 Deg-48m;wind_direction;StdDev,A9Wind Vane315 Deg-48m;wind_direction;Count,A3.A4_Temp.A and Humidity # Galltec-120m;humidity;Avg,A3.A4_Temp.A and Humidity # Galltec-120m;humidity;Max,A3.A4_Temp.A and Humidity # Galltec-120m;humidity;Min,A3.A4_Temp.A and Humidity # Galltec-120m;humidity;StdDev,A3.A4_Temp.A and Humidity # Galltec-120m;humidity;Count,A5.A6_Temp.B and Humidity # Galltec-10m;humidity;Avg,A5.A6_Temp.B and Humidity # Galltec-10m;humidity;Max,A5.A6_Temp.B and Humidity # Galltec-10m;humidity;Min,A5.A6_Temp.B and Humidity # Galltec-10m;humidity;StdDev,A5.A6_Temp.B and Humidity # Galltec-10m;humidity;Count,A3.A4_Temp.A and Humidity # Galltec-120m;temperature;Avg,A3.A4_Temp.A and Humidity # Galltec-120m;temperature;Max,A3.A4_Temp.A and Humidity # Galltec-120m;temperature;Min,A3.A4_Temp.A and Humidity # Galltec-120m;temperature;StdDev,A3.A4_Temp.A and Humidity # Galltec-120m;temperature;Count,A5.A6_Temp.B and Humidity # Galltec-10m;temperature;Avg,A5.A6_Temp.B and Humidity # Galltec-10m;temperature;Max,A5.A6_Temp.B and Humidity # Galltec-10m;temperature;Min,A5.A6_Temp.B and Humidity # Galltec-10m;temperature;StdDev,A5.A6_Temp.B and Humidity # Galltec-10m;temperature;Count,A7_NRG #BP65-120m;air_pressure;Avg,A7_NRG #BP65-120m;air_pressure;Max,A7_NRG #BP65-120m;air_pressure;Min,A7_NRG #BP65-120m;air_pressure;StdDev,A7_NRG #BP65-120m;air_pressure;Count,A10 NRG BP65 Barometer10m;air_pressure;Avg,A10 NRG BP65 Barometer10m;air_pressure;Max,A10 NRG BP65 Barometer10m;air_pressure;Min,A10 NRG BP65 Barometer10m;air_pressure;StdDev,A10 NRG BP65 Barometer10m;air_pressure;Count,Solar Sensor;solar_irradiance;Avg,Solar Sensor;solar_irradiance;Max,Solar Sensor;solar_irradiance;Min,Solar Sensor;solar_irradiance;StdDev,Solar Sensor;solar_irradiance;Count,A1;Avg,A1;Max,A1;Min,A1;StdDev,A1;Count,A2;Avg,A2;Max,A2;Min,A2;StdDev,A2;Count,A3;Avg,A3;Max,A3;Min,A3;StdDev,A3;Count,A4;Avg,A4;Max,A4;Min,A4;StdDev,A4;Count,A5;Avg,A5;Max,A5;Min,A5;StdDev,A5;Count,A6;Avg,A6;Max,A6;Min,A6;StdDev,A6;Count,A7;Avg,A7;Max,A7;Min,A7;StdDev,A7;Count,A8;Avg,A8;Max,A8;Min,A8;StdDev,A8;Count,A9;Avg,A9;Max,A9;Min,A9;StdDev,A9;Count,A10;Avg,A10;Max,A10;Min,A10;StdDev,A10;Count,A11;Avg,A11;Max,A11;Min,A11;StdDev,A11;Count,C1;Avg,C1;Max,C1;Min,C1;StdDev,C1;Count,C2;Avg,C2;Max,C2;Min,C2;StdDev,C2;Count,C3;Avg,C3;Max,C3;Min,C3;StdDev,C3;Count,C4;Avg,C4;Max,C4;Min,C4;StdDev,C4;Count,C5;Avg,C5;Max,C5;Min,C5;StdDev,C5;Count,C6;Avg,C6;Max,C6;Min,C6;StdDev,C6;Count,C7;Avg,C7;Max,C7;Min,C7;StdDev,C7;Count,C8;Avg,C8;Max,C8;Min,C8;StdDev,C8;Count,V;Avg,V;Max,V;Min,I;Avg,I;Max,I;Min,T;Avg,addr
2026-07-07 20:50:00,10.429,13.3,7.9,0.998,600,10.540,13.2,7.9,0.981,600,9.796,12.5,7.2,0.936,600,9.537,11.8,7.2,0.887,600,9.049,11.0,7.2,0.752,600,7.791,10.3,4.9,0.980,600,6.126,8.7,0.4,1.098,600,3.882,8.7,0.4,1.541,600,207.2028,4.6964,600,204.5748,4.5239,600,204.7031,4.3897,600,199.9553,6.6386,600,79.5904,80.16,78.82,0.2539,600,81.1688,81.94,79.93,0.6800,600,29.05487,29.082,29.025,0.01425,600,28.60891,28.666,28.575,0.02321,600,990.5897,991.88,989.92,0.2230,600,1001.2648,1001.54,1001.05,0.0688,600,1.0069,1.18,0.97,0.0364,600,1.710998,1.8292,1.6221,0.031816,600,1.695004,1.7993,1.6076,0.030597,600,0.5905487,0.59082,0.59025,0.0001425,600,0.795904,0.8016,0.7882,0.002539,600,0.5860891,0.58666,0.58575,0.0002321,600,0.811688,0.8194,0.7993,0.006800,600,2.033039,2.0383,2.0303,0.000914,600,1.697241,1.7809,1.5687,0.029814,600,1.664227,1.8208,1.4861,0.044985,600,2.076808,2.0779,2.0759,0.000282,600,0.0006293,0.00074,0.00060,0.0000228,600,13.29,17,10,1.31,600,13.44,17,10,1.29,600,12.41,16,9,1.23,600,12.09,15,9,1.16,600,11.43,14,9,0.99,600,9.75,13,6,1.29,600,7.60,11,0,1.45,600,4.56,11,0,2.04,600,13.0022,13.05,12.93,22.00,27,19,29.07,354643
2026-07-07 21:00:00,10.065,12.5,7.2,1.247,600,10.128,13.2,7.2,1.206,600,9.342,11.8,7.2,1.088,600,8.944,11.0,7.2,0.926,600,8.459,11.0,5.7,0.913,600,7.603,10.3,4.9,0.829,600,6.034,8.7,3.4,0.990,600,3.553,7.2,0.4,1.706,600,206.0739,6.0849,600,203.3993,5.9717,600,204.2930,5.8528,600,198.2003,6.8944,600,79.1828,79.96,78.62,0.2917,600,80.4421,80.77,80.06,0.1760,600,29.08555,29.109,29.055,0.01121,600,28.66617,28.693,28.639,0.01419,600,990.7735,992.04,990.24,0.2955,600,1001.4229,1001.71,1001.21,0.0856,600,1.0094,1.18,0.97,0.0380,600,1.703362,1.8359,1.6046,0.041220,600,1.687063,1.7990,1.5694,0.040395,600,0.5908555,0.59109,0.59055,0.0001121,600,0.791828,0.7996,0.7862,0.002917,600,0.5866617,0.58693,0.58639,0.0001419,600,0.804421,0.8077,0.8006,0.001760,600,2.033793,2.0390,2.0316,0.001212,600,1.694469,1.8245,1.5724,0.039759,600,1.652423,1.8994,1.5063,0.046744,600,2.077456,2.0786,2.0766,0.000351,600,0.0006309,0.00074,0.00060,0.0000238,600,12.81,16,9,1.64,600,12.89,17,9,1.59,600,11.82,15,9,1.43,600,11.31,14,9,1.21,600,10.66,14,7,1.20,600,9.51,13,6,1.09,600,7.48,11,4,1.31,600,4.12,9,0,2.26,600,12.9980,13.05,12.94,22.04,25,18,29.05,354720
2026-07-07 21:10:00,9.174,11.7,7.2,0.805,600,9.286,11.7,7.2,0.830,600,8.437,11.0,6.4,0.705,600,8.050,10.2,5.7,0.751,600,7.389,9.5,4.1,0.878,600,6.237,9.5,4.2,0.917,600,4.742,7.2,0.4,1.139,600,2.366,6.5,0.4,1.676,600,207.5926,6.0891,600,204.4837,5.9510,600,204.2031,5.8598,600,198.7122,8.1351,600,80.0039,80.67,79.19,0.2969,600,81.5138,81.94,80.10,0.4420,600,28.97276,29.062,28.938,0.03336,600,28.58318,28.656,28.518,0.04922,600,990.9716,992.13,990.57,0.2031,600,1001.6031,1001.79,1001.38,0.0755,600,1.0065,1.18,0.97,0.0364,600,1.713643,1.8527,1.5737,0.041266,600,1.694431,1.8963,1.5979,0.040284,600,0.5897276,0.59062,0.58938,0.0003336,600,0.800039,0.8067,0.7919,0.002969,600,0.5858318,0.58656,0.58518,0.0004922,600,0.815138,0.8194,0.8010,0.004420,600,2.034605,2.0393,2.0330,0.000833,600,1.693874,1.8285,1.5462,0.039811,600,1.655921,1.9161,1.4818,0.055227,600,2.078195,2.0789,2.0773,0.000310,600,0.0006291,0.00074,0.00060,0.0000228,600,11.64,15,9,1.06,600,11.79,15,9,1.09,600,10.62,14,8,0.93,600,10.14,13,7,0.98,600,9.26,12,5,1.15,600,7.70,12,5,1.21,600,5.78,9,0,1.50,600,2.55,8,0,2.22,600,12.9958,13.16,12.89,22.02,25,20,29.02,354797
2026-07-07 21:20:00,9.065,11.7,7.2,0.970,600,9.110,12.5,7.2,0.970,600,8.125,11.0,5.7,0.940,600,7.685,10.2,5.7,0.954,600,7.055,9.5,4.1,0.920,600,5.920,8.7,3.4,0.798,600,4.979,7.2,0.4,1.005,600,2.543,6.5,0.4,1.699,600,208.8149,5.2728,600,206.2090,5.6810,600,206.3958,5.5249,600,202.4363,8.2990,600,79.7813,80.60,79.26,0.2339,600,80.7462,81.88,79.66,0.5737,600,28.97361,29.005,28.938,0.01660,600,28.56042,28.629,28.511,0.03874,600,991.1722,992.45,990.73,0.2424,600,1001.8069,1002.03,1001.54,0.0815,600,1.0077,1.18,0.97,0.0384,600,1.721899,1.8379,1.6076,0.035717,600,1.706044,1.8272,1.5637,0.038434,600,0.5897361,0.59005,0.58938,0.0001660,600,0.797813,0.8060,0.7926,0.002339,600,0.5856042,0.58629,0.58511,0.0003874,600,0.807462,0.8188,0.7966,0.005737,600,2.035427,2.0407,2.0336,0.000994,600,1.708716,1.8091,1.5784,0.037531,600,1.680938,1.8436,1.4707,0.056256,600,2.079030,2.0800,2.0779,0.000334,600,0.0006298,0.00074,0.00060,0.0000240,600,11.50,15,9,1.27,600,11.55,16,9,1.28,600,10.21,14,7,1.24,600,9.66,13,7,1.25,600,8.82,12,5,1.21,600,7.28,11,4,1.05,600,6.09,9,0,1.33,600,2.78,8,0,2.25,600,12.9929,13.04,12.94,21.99,28,19,29.01,354874
2026-07-07 21:30:00,9.078,12.5,6.4,1.049,600,9.101,12.5,5.7,1.062,600,8.384,11.0,6.4,0.885,600,7.895,10.2,5.7,0.917,600,7.295,10.2,4.9,0.934,600,6.150,9.5,3.4,1.205,600,4.738,8.7,0.4,1.580,600,2.527,7.2,0.4,1.898,600,207.9319,6.2147,600,205.1814,6.3946,600,206.1727,6.7303,600,200.9787,8.4052,600,79.1162,79.73,78.59,0.2964,600,78.6877,79.79,77.65,0.8005,600,29.02145,29.069,28.981,0.02760,600,28.69993,28.824,28.622,0.06520,600,991.2673,992.37,990.73,0.1939,600,1001.9178,1002.11,1001.79,0.0621,600,1.0076,1.18,0.97,0.0347,600,1.715956,1.8718,1.6086,0.042120,600,1.699110,1.8930,1.5439,0.043288,600,0.5902145,0.59069,0.58981,0.0002760,600,0.791162,0.7973,0.7859,0.002964,600,0.5869993,0.58824,0.58622,0.0006520,600,0.786877,0.7979,0.7765,0.008005,600,2.035817,2.0403,2.0336,0.000795,600,1.707236,1.9007,1.5610,0.045743,600,1.671070,1.8077,1.4374,0.056988,600,2.079485,2.0803,2.0789,0.000255,600,0.0006298,0.00074,0.00060,0.0000217,600,11.52,16,8,1.38,600,11.54,16,7,1.40,600,10.55,14,8,1.17,600,9.94,13,7,1.20,600,9.13,13,6,1.22,600,7.59,12,4,1.59,600,5.77,11,0,2.08,600,2.76,9,0,2.51,600,12.9911,13.06,12.93,22.00,26,20,29.00,354951
2026-07-07 21:40:00,8.867,12.5,6.4,1.209,600,8.832,11.7,5.7,1.170,600,8.349,11.8,5.7,1.118,600,8.106,11.0,4.9,1.170,600,7.591,11.0,4.1,1.285,600,6.593,10.3,2.7,1.609,600,4.999,9.5,0.4,2.167,600,3.152,8.7,0.4,2.201,600,209.6622,6.7694,600,208.0437,7.1301,600,208.4164,6.8553,600,204.3604,8.8069,600,78.6429,79.12,78.22,0.2089,600,76.9207,78.08,75.73,0.7350,600,29.06892,29.119,29.028,0.02276,600,28.86674,29.012,28.817,0.05606,600,991.3085,992.45,990.90,0.2703,600,1001.9001,1002.11,1001.62,0.0660,600,1.0095,1.18,0.97,0.0366,600,1.727643,1.8638,1.6083,0.045864,600,1.718476,1.8695,1.5774,0.048252,600,0.5906892,0.59119,0.59028,0.0002276,600,0.786429,0.7912,0.7822,0.002089,600,0.5886674,0.59012,0.58817,0.0005606,600,0.769207,0.7808,0.7573,0.007350,600,2.035986,2.0407,2.0343,0.001108,600,1.722446,1.8809,1.5815,0.046587,600,1.693957,1.9064,1.4458,0.059748,600,2.079412,2.0803,2.0783,0.000271,600,0.0006309,0.00074,0.00060,0.0000229,600,11.24,16,8,1.59,600,11.19,15,7,1.54,600,10.51,15,7,1.47,600,10.21,14,6,1.53,600,9.52,14,5,1.69,600,8.17,13,3,2.12,600,6.12,12,0,2.86,600,3.59,11,0,2.92,600,12.9884,13.09,12.94,21.94,24,20,29.00,355028
2026-07-07 21:50:00,8.857,12.5,6.4,1.061,600,8.854,12.5,6.4,1.018,600,8.394,11.0,4.2,1.125,600,8.130,11.0,4.9,1.078,600,7.772,10.2,4.1,1.091,600,6.987,9.5,4.2,1.070,600,5.714,8.7,2.6,1.171,600,3.419,7.2,0.4,1.678,600,207.9037,5.7774,600,206.1154,5.8380,600,207.2392,5.9161,600,205.3894,8.6922,600,78.6419,78.99,78.25,0.1603,600,76.1422,76.50,75.83,0.1540,600,29.07507,29.122,29.035,0.02069,600,29.01459,29.038,28.985,0.01374,600,991.3368,992.45,990.98,0.1923,600,1001.9762,1002.20,1001.71,0.0661,600,1.0107,1.18,0.97,0.0363,600,1.715723,1.8309,1.5747,0.039140,600,1.705380,1.8497,1.5089,0.039518,600,0.5907507,0.59122,0.59035,0.0002069,600,0.786419,0.7899,0.7825,0.001603,600,0.5901459,0.59038,0.58985,0.0001374,600,0.761422,0.7650,0.7583,0.001540,600,2.036102,2.0407,2.0346,0.000788,600,1.714450,1.8369,1.5603,0.040199,600,1.701056,1.8896,1.5465,0.058902,600,2.079724,2.0806,2.0786,0.000271,600,0.0006317,0.00074,0.00060,0.0000227,600,11.22,16,8,1.39,600,11.21,16,8,1.34,600,10.57,14,5,1.48,600,10.24,14,6,1.41,600,9.76,13,5,1.43,600,8.69,12,5,1.41,600,7.06,11,3,1.54,600,3.94,9,0,2.22,600,12.9843,13.09,12.92,22.05,25,20,29.01,355105
2026-07-07 22:00:00,9.402,12.5,4.9,1.402,600,9.454,12.5,5.7,1.381,600,8.914,12.5,5.7,1.387,600,8.569,11.8,4.9,1.386,600,8.021,11.8,4.9,1.296,600,6.960,11.0,3.4,1.262,600,5.674,9.5,2.6,1.246,600,3.635,8.7,0.4,1.759,600,207.5551,5.6910,600,205.2783,6.1936,600,207.5045,6.7113,600,204.8305,8.4989,600,78.7795,79.06,78.52,0.1289,600,76.3413,76.61,75.87,0.1589,600,29.06220,29.102,29.035,0.01475,600,28.97298,28.991,28.951,0.01122,600,991.3586,992.62,990.82,0.2639,600,1001.9870,1002.20,1001.79,0.0642,600,1.0123,1.18,0.97,0.0338,600,1.713359,1.8235,1.5663,0.038559,600,1.699730,1.8225,1.5737,0.041902,600,0.5906220,0.59102,0.59035,0.0001475,600,0.787795,0.7906,0.7852,0.001289,600,0.5897298,0.58991,0.58951,0.0001122,600,0.763413,0.7661,0.7587,0.001589,600,2.036192,2.0414,2.0340,0.001082,600,1.716246,1.8933,1.5694,0.045608,600,1.697104,1.8587,1.4764,0.057634,600,2.079769,2.0806,2.0789,0.000263,600,0.0006327,0.00074,0.00060,0.0000212,600,11.94,16,6,1.84,600,12.01,16,7,1.82,600,11.25,16,7,1.83,600,10.82,15,6,1.82,600,10.08,15,6,1.70,600,8.66,14,4,1.67,600,7.00,12,3,1.64,600,4.23,11,0,2.33,600,12.9810,13.05,12.88,22.02,25,19,29.02,355181
2026-07-07 22:10:00,9.324,12.5,6.4,1.007,600,9.386,12.5,7.2,0.991,600,8.822,12.5,6.4,1.024,600,8.490,11.8,5.7,1.104,600,7.876,11.0,4.9,1.026,600,6.608,9.5,4.2,1.088,600,5.267,9.5,0.4,1.168,600,3.007,7.2,0.4,1.829,600,206.2907,5.4818,600,204.7211,5.7776,600,206.0530,5.9709,600,203.9369,8.3211,600,78.6952,79.02,78.38,0.1646,600,76.6376,77.11,76.03,0.2830,600,29.06849,29.109,29.018,0.02661,600,28.94708,29.001,28.874,0.04164,600,991.3355,992.54,990.65,0.2119,600,1001.9894,1002.20,1001.71,0.0748,600,1.0111,1.18,0.97,0.0353,600,1.704808,1.8242,1.5539,0.037139,600,1.695996,1.8248,1.6003,0.039082,600,0.5906849,0.59109,0.59018,0.0002661,600,0.786952,0.7902,0.7838,0.001646,600,0.5894708,0.59001,0.58874,0.0004164,600,0.766376,0.7711,0.7603,0.002830,600,2.036097,2.0410,2.0333,0.000869,600,1.706410,1.8386,1.5677,0.040572,600,1.691169,1.9255,1.5200,0.056420,600,2.079779,2.0806,2.0786,0.000307,600,0.0006319,0.00074,0.00060,0.0000221,600,11.84,16,8,1.32,600,11.92,16,9,1.31,600,11.13,16,8,1.35,600,10.72,15,7,1.45,600,9.89,14,6,1.35,600,8.19,12,5,1.44,600,6.47,12,0,1.54,600,3.40,9,0,2.42,600,12.9800,13.10,12.93,22.03,24,19,29.04,355258
2026-07-07 22:20:00,8.525,11.0,5.6,0.998,600,8.539,11.7,5.7,1.040,600,8.078,11.0,4.9,0.964,600,7.860,11.0,4.9,1.029,600,7.351,9.5,4.9,0.882,600,6.443,8.7,4.2,0.986,600,5.429,8.7,2.6,1.046,600,3.638,6.5,0.4,1.264,600,210.3709,6.6644,600,208.8440,6.5929,600,210.0144,6.4301,600,207.5685,7.9008,600,79.0189,79.26,78.69,0.1160,600,76.8576,77.11,76.54,0.1197,600,29.01925,29.038,28.995,0.01187,600,28.88284,28.897,28.867,0.00701,600,991.5151,992.62,991.23,0.2426,600,1002.1558,1002.36,1001.95,0.0649,600,1.0122,1.18,0.97,0.0342,600,1.732452,1.9185,1.6066,0.045184,600,1.723820,1.8456,1.5677,0.044615,600,0.5901925,0.59038,0.58995,0.0001187,600,0.790189,0.7926,0.7869,0.001160,600,0.5888284,0.58897,0.58867,0.0000701,600,0.768576,0.7711,0.7654,0.001197,600,2.036833,2.0414,2.0356,0.000995,600,1.733301,1.9171,1.6070,0.043689,600,1.715644,1.8725,1.5069,0.053560,600,2.080461,2.0813,2.0796,0.000266,600,0.0006326,0.00074,0.00060,0.0000214,600,10.79,14,7,1.31,600,10.80,15,7,1.37,600,10.15,14,6,1.27,600,9.89,14,6,1.35,600,9.21,12,6,1.16,600,7.97,11,5,1.30,600,6.68,11,3,1.38,600,4.23,8,0,1.67,600,12.9762,13.09,12.90,22.03,26,20,29.06,355335
2026-07-07 22:30:00,8.981,11.7,7.2,0.889,600,9.055,11.7,7.2,0.939,600,8.296,11.0,5.7,0.969,600,7.840,10.2,5.7,0.962,600,7.314,9.5,4.9,0.837,600,6.541,9.5,4.2,1.034,600,5.383,7.9,1.1,1.082,600,3.445,7.2,0.4,1.575,600,209.8875,5.8986,600,207.3102,6.8255,600,209.0349,7.0330,600,207.0935,8.6495,600,78.8463,79.16,78.59,0.1159,600,76.6169,76.94,76.37,0.1253,600,29.03699,29.059,29.012,0.01258,600,28.90585,28.924,28.884,0.00833,600,991.4297,992.70,990.98,0.2096,600,1002.0952,1002.28,1001.87,0.0640,600,1.0100,1.18,0.97,0.0365,600,1.729142,1.8534,1.6184,0.039963,600,1.713472,1.8524,1.5670,0.046193,600,0.5903699,0.59059,0.59012,0.0001258,600,0.788463,0.7916,0.7859,0.001159,600,0.5890585,0.58924,0.58884,0.0000833,600,0.766169,0.7694,0.7637,0.001253,600,2.036483,2.0417,2.0346,0.000859,600,1.726661,1.9010,1.6100,0.047793,600,1.712394,1.9185,1.4646,0.058672,600,2.080212,2.0810,2.0793,0.000263,600,0.0006313,0.00074,0.00060,0.0000228,600,11.39,15,9,1.17,600,11.48,15,9,1.24,600,10.44,14,7,1.28,600,9.87,13,7,1.26,600,9.16,12,6,1.10,600,8.10,12,5,1.36,600,6.62,10,1,1.43,600,3.98,9,0,2.09,600,12.9742,13.04,12.93,22.02,28,19,29.09,355412
2026-07-07 22:40:00,8.678,11.0,6.4,0.785,600,8.798,11.7,6.4,0.809,600,8.158,11.0,5.7,0.902,600,7.866,11.0,5.7,0.939,600,7.465,10.2,4.9,0.898,600,6.800,8.7,4.2,0.772,600,5.877,7.9,1.1,0.996,600,4.068,7.2,0.4,1.423,600,208.0110,5.5613,600,205.9680,5.6535,600,207.6447,5.5026,600,205.9816,6.7374,600,78.9848,79.26,78.62,0.1123,600,76.6930,76.94,76.30,0.1202,600,29.00680,29.025,28.975,0.01047,600,28.89143,28.907,28.867,0.00921,600,991.4350,992.70,991.06,0.2470,600,1002.0506,1002.28,1001.87,0.0686,600,1.0138,1.18,0.97,0.0350,600,1.716454,1.8349,1.6140,0.037668,600,1.704390,1.8198,1.5939,0.038240,600,0.5900680,0.59025,0.58975,0.0001047,600,0.789848,0.7926,0.7862,0.001123,600,0.5889143,0.58907,0.58867,0.0000921,600,0.766930,0.7694,0.7630,0.001202,600,2.036505,2.0417,2.0350,0.001013,600,1.717191,1.8225,1.6170,0.037367,600,1.704993,1.8517,1.5220,0.045651,600,2.080029,2.0810,2.0793,0.000281,600,0.0006336,0.00074,0.00060,0.0000218,600,10.99,14,8,1.03,600,11.14,15,8,1.07,600,10.26,14,7,1.19,600,9.90,14,7,1.23,600,9.36,13,6,1.18,600,8.45,11,5,1.02,600,7.27,10,1,1.31,600,4.80,9,0,1.88,600,12.9727,13.09,12.88,22.00,28,19,29.04,355489
2026-07-07 22:50:00,8.905,13.3,6.4,1.354,600,8.923,13.2,6.4,1.361,600,8.227,11.8,5.7,1.064,600,7.907,10.2,5.7,0.961,600,7.515,10.2,4.9,1.026,600,6.816,9.5,4.2,1.006,600,5.838,8.7,4.2,1.020,600,3.381,6.5,0.4,1.697,600,207.9336,5.8799,600,206.4802,5.8396,600,208.0244,6.3911,600,205.7881,7.8075,600,78.9683,79.26,78.42,0.1700,600,76.8245,77.08,76.30,0.1718,600,28.98851,29.038,28.971,0.01425,600,28.84118,28.871,28.820,0.01126,600,991.3946,992.62,990.98,0.2689,600,1002.0195,1002.20,1001.87,0.0682,600,1.0109,1.18,0.97,0.0371,600,1.715927,1.8312,1.5878,0.039835,600,1.707865,1.8171,1.5774,0.039504,600,0.5898851,0.59038,0.58971,0.0001425,600,0.789683,0.7926,0.7842,0.001700,600,0.5884118,0.58871,0.58820,0.0001126,600,0.768245,0.7708,0.7630,0.001718,600,2.036339,2.0414,2.0346,0.001103,600,1.719769,1.8440,1.5942,0.043416,600,1.703809,1.9561,1.5912,0.052986,600,2.079902,2.0806,2.0793,0.000280,600,0.0006318,0.00074,0.00060,0.0000232,600,11.29,17,8,1.78,600,11.31,17,8,1.79,600,10.35,15,7,1.40,600,9.95,13,7,1.26,600,9.42,13,6,1.35,600,8.47,12,5,1.33,600,7.22,11,5,1.34,600,3.89,8,0,2.25,600,12.9720,13.03,12.92,21.95,24,20,29.05,355568
2026-07-07 23:00:00,9.179,12.5,7.2,0.926,600,9.161,12.5,7.2,0.931,600,8.532,11.0,6.4,0.868,600,8.075,11.8,5.7,0.898,600,7.618,10.2,4.9,0.906,600,7.138,9.5,4.2,0.931,600,6.154,8.7,3.4,1.014,600,4.522,7.2,0.4,1.093,600,212.3257,4.6043,600,210.7440,5.1066,600,211.2448,5.2960,600,210.1707,5.9072,600,78.6043,78.85,78.38,0.0984,600,76.3941,76.74,76.00,0.1539,600,29.03149,29.048,29.018,0.00551,600,28.90882,28.938,28.857,0.02171,600,991.4013,992.62,990.98,0.1901,600,1002.0865,1002.28,1001.87,0.0668,600,1.0114,1.18,0.97,0.0357,600,1.745640,1.8480,1.6352,0.031188,600,1.736656,1.8490,1.6274,0.034539,600,0.5903149,0.59048,0.59018,0.0000551,600,0.786043,0.7885,0.7838,0.000984,600,0.5890882,0.58938,0.58857,0.0002171,600,0.763941,0.7674,0.7600,0.001539,600,2.036367,2.0414,2.0346,0.000779,600,1.741608,1.8299,1.6378,0.035966,600,1.733282,1.8419,1.5959,0.040014,600,2.080176,2.0810,2.0793,0.000274,600,0.0006321,0.00074,0.00060,0.0000223,600,11.65,16,9,1.22,600,11.62,16,9,1.23,600,10.75,14,8,1.14,600,10.17,15,7,1.18,600,9.55,13,6,1.19,600,8.89,12,5,1.23,600,7.64,11,4,1.34,600,5.41,9,0,1.45,600,12.9684,13.06,12.89,22.04,25,20,29.05,355645
